LandisData "Climate Data"								

ClimateTable								
>>Eco	Time	Month	AvgMinT	AvgMaxT	StdDevT	AvgPpt	StdDevPpt	PAR
4	80	3	0.79	12.19	1.66	11.45	2.55	0.00
4	80	4	8.67	19.56	1.45	13.12	3.92	0.00
4	80	5	15.40	27.31	1.27	12.01	3.62	0.00
4	80	6	20.16	31.79	1.44	8.03	2.38	0.00
4	80	7	23.41	34.25	1.19	10.25	2.72	0.00
4	80	8	23.97	34.21	1.51	9.91	3.82	0.00
4	80	9	18.69	30.04	1.47	6.36	1.80	0.00
4	80	10	9.41	21.61	1.77	13.46	4.48	0.00
4	80	11	2.45	13.42	1.59	15.35	5.24	0.00
4	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
5	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
5	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
5	80	3	0.79	12.19	1.66	11.45	2.55	0.00
5	80	4	8.67	19.56	1.45	13.12	3.92	0.00
5	80	5	15.40	27.31	1.27	12.01	3.62	0.00
5	80	6	20.16	31.79	1.44	8.03	2.38	0.00
5	80	7	23.41	34.25	1.19	10.25	2.72	0.00
5	80	8	23.97	34.21	1.51	9.91	3.82	0.00
5	80	9	18.69	30.04	1.47	6.36	1.80	0.00
5	80	10	9.41	21.61	1.77	13.46	4.48	0.00
5	80	11	2.45	13.42	1.59	15.35	5.24	0.00
5	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
6	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
6	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
6	80	3	0.79	12.19	1.66	11.45	2.55	0.00
6	80	4	8.67	19.56	1.45	13.12	3.92	0.00
6	80	5	15.40	27.31	1.27	12.01	3.62	0.00
6	80	6	20.16	31.79	1.44	8.03	2.38	0.00
6	80	7	23.41	34.25	1.19	10.25	2.72	0.00
6	80	8	23.97	34.21	1.51	9.91	3.82	0.00
6	80	9	18.69	30.04	1.47	6.36	1.80	0.00
6	80	10	9.41	21.61	1.77	13.46	4.48	0.00
6	80	11	2.45	13.42	1.59	15.35	5.24	0.00
6	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
7	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
7	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
7	80	3	0.79	12.19	1.66	11.45	2.55	0.00
7	80	4	8.67	19.56	1.45	13.12	3.92	0.00
7	80	5	15.40	27.31	1.27	12.01	3.62	0.00
7	80	6	20.16	31.79	1.44	8.03	2.38	0.00
7	80	7	23.41	34.25	1.19	10.25	2.72	0.00
7	80	8	23.97	34.21	1.51	9.91	3.82	0.00
7	80	9	18.69	30.04	1.47	6.36	1.80	0.00
7	80	10	9.41	21.61	1.77	13.46	4.48	0.00
7	80	11	2.45	13.42	1.59	15.35	5.24	0.00
7	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
8	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
8	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
8	80	3	0.79	12.19	1.66	11.45	2.55	0.00
8	80	4	8.67	19.56	1.45	13.12	3.92	0.00
8	80	5	15.40	27.31	1.27	12.01	3.62	0.00
8	80	6	20.16	31.79	1.44	8.03	2.38	0.00
8	80	7	23.41	34.25	1.19	10.25	2.72	0.00
8	80	8	23.97	34.21	1.51	9.91	3.82	0.00
8	80	9	18.69	30.04	1.47	6.36	1.80	0.00
8	80	10	9.41	21.61	1.77	13.46	4.48	0.00
8	80	11	2.45	13.42	1.59	15.35	5.24	0.00
8	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
2	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
2	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
2	85	3	1.61	13.01	1.66	12.12	2.69	0.00
2	85	4	8.20	19.09	1.45	10.48	3.12	0.00
2	85	5	15.07	26.99	1.27	10.42	3.15	0.00
2	85	6	22.04	33.66	1.44	9.29	2.78	0.00
2	85	7	25.51	36.35	1.19	14.57	3.84	0.00
2	85	8	23.73	33.97	1.51	9.85	3.86	0.00
2	85	9	17.81	29.16	1.47	4.76	1.42	0.00
2	85	10	10.24	22.44	1.77	6.21	2.07	0.00
2	85	11	3.16	14.14	1.59	13.56	4.64	0.00
2	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
3	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
3	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
3	85	3	1.61	13.01	1.66	12.12	2.69	0.00
3	85	4	8.20	19.09	1.45	10.48	3.12	0.00
3	85	5	15.07	26.99	1.27	10.42	3.15	0.00
3	85	6	22.04	33.66	1.44	9.29	2.78	0.00
3	85	7	25.51	36.35	1.19	14.57	3.84	0.00
3	85	8	23.73	33.97	1.51	9.85	3.86	0.00
3	85	9	17.81	29.16	1.47	4.76	1.42	0.00
3	85	10	10.24	22.44	1.77	6.21	2.07	0.00
3	85	11	3.16	14.14	1.59	13.56	4.64	0.00
3	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
4	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
4	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
4	85	3	1.61	13.01	1.66	12.12	2.69	0.00
4	85	4	8.20	19.09	1.45	10.48	3.12	0.00
4	85	5	15.07	26.99	1.27	10.42	3.15	0.00
4	85	6	22.04	33.66	1.44	9.29	2.78	0.00
4	85	7	25.51	36.35	1.19	14.57	3.84	0.00
4	85	8	23.73	33.97	1.51	9.85	3.86	0.00
4	85	9	17.81	29.16	1.47	4.76	1.42	0.00
4	85	10	10.24	22.44	1.77	6.21	2.07	0.00
4	85	11	3.16	14.14	1.59	13.56	4.64	0.00
4	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
5	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
5	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
5	85	3	1.61	13.01	1.66	12.12	2.69	0.00
5	85	4	8.20	19.09	1.45	10.48	3.12	0.00
5	85	5	15.07	26.99	1.27	10.42	3.15	0.00
5	85	6	22.04	33.66	1.44	9.29	2.78	0.00
5	85	7	25.51	36.35	1.19	14.57	3.84	0.00
5	85	8	23.73	33.97	1.51	9.85	3.86	0.00
5	85	9	17.81	29.16	1.47	4.76	1.42	0.00
5	85	10	10.24	22.44	1.77	6.21	2.07	0.00
5	85	11	3.16	14.14	1.59	13.56	4.64	0.00
5	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
6	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
6	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
6	85	3	1.61	13.01	1.66	12.12	2.69	0.00
6	85	4	8.20	19.09	1.45	10.48	3.12	0.00
6	85	5	15.07	26.99	1.27	10.42	3.15	0.00
6	85	6	22.04	33.66	1.44	9.29	2.78	0.00
6	85	7	25.51	36.35	1.19	14.57	3.84	0.00
6	85	8	23.73	33.97	1.51	9.85	3.86	0.00
6	85	9	17.81	29.16	1.47	4.76	1.42	0.00
6	85	10	10.24	22.44	1.77	6.21	2.07	0.00
6	85	11	3.16	14.14	1.59	13.56	4.64	0.00
6	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
7	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
7	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
7	85	3	1.61	13.01	1.66	12.12	2.69	0.00
7	85	4	8.20	19.09	1.45	10.48	3.12	0.00
7	85	5	15.07	26.99	1.27	10.42	3.15	0.00
7	85	6	22.04	33.66	1.44	9.29	2.78	0.00
7	85	7	25.51	36.35	1.19	14.57	3.84	0.00
7	85	8	23.73	33.97	1.51	9.85	3.86	0.00
7	85	9	17.81	29.16	1.47	4.76	1.42	0.00
7	85	10	10.24	22.44	1.77	6.21	2.07	0.00
7	85	11	3.16	14.14	1.59	13.56	4.64	0.00
7	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
8	85	1	-6.76	3.84	2.22	10.20	3.18	0.00
8	85	2	-4.24	5.92	2.33	12.78	3.56	0.00
8	85	3	1.61	13.01	1.66	12.12	2.69	0.00
8	85	4	8.20	19.09	1.45	10.48	3.12	0.00
8	85	5	15.07	26.99	1.27	10.42	3.15	0.00
8	85	6	22.04	33.66	1.44	9.29	2.78	0.00
8	85	7	25.51	36.35	1.19	14.57	3.84	0.00
8	85	8	23.73	33.97	1.51	9.85	3.86	0.00
8	85	9	17.81	29.16	1.47	4.76	1.42	0.00
8	85	10	10.24	22.44	1.77	6.21	2.07	0.00
8	85	11	3.16	14.14	1.59	13.56	4.64	0.00
8	85	12	-4.12	6.21	1.82	9.93	2.43	0.00
2	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
2	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
2	90	3	1.29	12.69	1.66	11.85	2.65	0.00
2	90	4	9.14	20.03	1.45	15.64	4.69	0.00
2	90	5	15.96	27.88	1.27	7.32	2.28	0.00
2	90	6	21.44	33.07	1.44	8.88	2.66	0.00
2	90	7	24.51	35.35	1.19	13.92	3.68	0.00
2	90	8	24.12	34.35	1.51	11.33	4.42	0.00
2	90	9	18.97	30.32	1.47	5.43	1.64	0.00
2	90	10	10.44	22.64	1.77	5.17	1.71	0.00
2	90	11	2.49	13.47	1.59	12.36	4.22	0.00
2	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
3	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
3	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
3	90	3	1.29	12.69	1.66	11.85	2.65	0.00
3	90	4	9.14	20.03	1.45	15.64	4.69	0.00
3	90	5	15.96	27.88	1.27	7.32	2.28	0.00
3	90	6	21.44	33.07	1.44	8.88	2.66	0.00
3	90	7	24.51	35.35	1.19	13.92	3.68	0.00
3	90	8	24.12	34.35	1.51	11.33	4.42	0.00
3	90	9	18.97	30.32	1.47	5.43	1.64	0.00
3	90	10	10.44	22.64	1.77	5.17	1.71	0.00
3	90	11	2.49	13.47	1.59	12.36	4.22	0.00
3	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
4	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
4	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
4	90	3	1.29	12.69	1.66	11.85	2.65	0.00
4	90	4	9.14	20.03	1.45	15.64	4.69	0.00
4	90	5	15.96	27.88	1.27	7.32	2.28	0.00
4	90	6	21.44	33.07	1.44	8.88	2.66	0.00
4	90	7	24.51	35.35	1.19	13.92	3.68	0.00
4	90	8	24.12	34.35	1.51	11.33	4.42	0.00
4	90	9	18.97	30.32	1.47	5.43	1.64	0.00
4	90	10	10.44	22.64	1.77	5.17	1.71	0.00
4	90	11	2.49	13.47	1.59	12.36	4.22	0.00
4	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
5	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
5	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
5	90	3	1.29	12.69	1.66	11.85	2.65	0.00
5	90	4	9.14	20.03	1.45	15.64	4.69	0.00
5	90	5	15.96	27.88	1.27	7.32	2.28	0.00
5	90	6	21.44	33.07	1.44	8.88	2.66	0.00
5	90	7	24.51	35.35	1.19	13.92	3.68	0.00
5	90	8	24.12	34.35	1.51	11.33	4.42	0.00
5	90	9	18.97	30.32	1.47	5.43	1.64	0.00
5	90	10	10.44	22.64	1.77	5.17	1.71	0.00
5	90	11	2.49	13.47	1.59	12.36	4.22	0.00
5	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
6	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
6	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
6	90	3	1.29	12.69	1.66	11.85	2.65	0.00
6	90	4	9.14	20.03	1.45	15.64	4.69	0.00
6	90	5	15.96	27.88	1.27	7.32	2.28	0.00
6	90	6	21.44	33.07	1.44	8.88	2.66	0.00
6	90	7	24.51	35.35	1.19	13.92	3.68	0.00
6	90	8	24.12	34.35	1.51	11.33	4.42	0.00
6	90	9	18.97	30.32	1.47	5.43	1.64	0.00
6	90	10	10.44	22.64	1.77	5.17	1.71	0.00
6	90	11	2.49	13.47	1.59	12.36	4.22	0.00
6	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
7	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
7	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
7	90	3	1.29	12.69	1.66	11.85	2.65	0.00
7	90	4	9.14	20.03	1.45	15.64	4.69	0.00
7	90	5	15.96	27.88	1.27	7.32	2.28	0.00
7	90	6	21.44	33.07	1.44	8.88	2.66	0.00
7	90	7	24.51	35.35	1.19	13.92	3.68	0.00
7	90	8	24.12	34.35	1.51	11.33	4.42	0.00
7	90	9	18.97	30.32	1.47	5.43	1.64	0.00
7	90	10	10.44	22.64	1.77	5.17	1.71	0.00
7	90	11	2.49	13.47	1.59	12.36	4.22	0.00
7	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
8	90	1	-7.17	3.43	2.22	8.82	2.75	0.00
8	90	2	-5.04	5.11	2.33	11.96	3.33	0.00
8	90	3	1.29	12.69	1.66	11.85	2.65	0.00
8	90	4	9.14	20.03	1.45	15.64	4.69	0.00
8	90	5	15.96	27.88	1.27	7.32	2.28	0.00
8	90	6	21.44	33.07	1.44	8.88	2.66	0.00
8	90	7	24.51	35.35	1.19	13.92	3.68	0.00
8	90	8	24.12	34.35	1.51	11.33	4.42	0.00
8	90	9	18.97	30.32	1.47	5.43	1.64	0.00
8	90	10	10.44	22.64	1.77	5.17	1.71	0.00
8	90	11	2.49	13.47	1.59	12.36	4.22	0.00
8	90	12	-4.58	5.75	1.82	10.43	2.52	0.00
2	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
2	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
2	95	3	2.52	13.92	1.66	13.83	3.06	0.00
2	95	4	10.28	21.17	1.45	13.81	4.12	0.00
2	95	5	17.07	28.98	1.27	11.89	3.60	0.00
2	95	6	22.36	33.99	1.44	10.44	3.06	0.00
2	95	7	25.29	36.13	1.19	10.60	2.79	0.00
2	95	8	25.00	35.24	1.51	9.52	3.72	0.00
2	95	9	19.90	31.25	1.47	3.94	1.18	0.00
2	95	10	11.13	23.33	1.77	7.87	2.67	0.00
2	95	11	3.05	14.02	1.59	16.50	5.63	0.00
2	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
3	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
3	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
3	95	3	2.52	13.92	1.66	13.83	3.06	0.00
3	95	4	10.28	21.17	1.45	13.81	4.12	0.00
3	95	5	17.07	28.98	1.27	11.89	3.60	0.00
3	95	6	22.36	33.99	1.44	10.44	3.06	0.00
3	95	7	25.29	36.13	1.19	10.60	2.79	0.00
3	95	8	25.00	35.24	1.51	9.52	3.72	0.00
3	95	9	19.90	31.25	1.47	3.94	1.18	0.00
3	95	10	11.13	23.33	1.77	7.87	2.67	0.00
3	95	11	3.05	14.02	1.59	16.50	5.63	0.00
3	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
4	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
4	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
4	95	3	2.52	13.92	1.66	13.83	3.06	0.00
4	95	4	10.28	21.17	1.45	13.81	4.12	0.00
4	95	5	17.07	28.98	1.27	11.89	3.60	0.00
4	95	6	22.36	33.99	1.44	10.44	3.06	0.00
4	95	7	25.29	36.13	1.19	10.60	2.79	0.00
4	95	8	25.00	35.24	1.51	9.52	3.72	0.00
4	95	9	19.90	31.25	1.47	3.94	1.18	0.00
4	95	10	11.13	23.33	1.77	7.87	2.67	0.00
4	95	11	3.05	14.02	1.59	16.50	5.63	0.00
4	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
5	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
5	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
5	95	3	2.52	13.92	1.66	13.83	3.06	0.00
5	95	4	10.28	21.17	1.45	13.81	4.12	0.00
5	95	5	17.07	28.98	1.27	11.89	3.60	0.00
5	95	6	22.36	33.99	1.44	10.44	3.06	0.00
5	95	7	25.29	36.13	1.19	10.60	2.79	0.00
5	95	8	25.00	35.24	1.51	9.52	3.72	0.00
5	95	9	19.90	31.25	1.47	3.94	1.18	0.00
5	95	10	11.13	23.33	1.77	7.87	2.67	0.00
5	95	11	3.05	14.02	1.59	16.50	5.63	0.00
5	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
6	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
6	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
6	95	3	2.52	13.92	1.66	13.83	3.06	0.00
6	95	4	10.28	21.17	1.45	13.81	4.12	0.00
6	95	5	17.07	28.98	1.27	11.89	3.60	0.00
6	95	6	22.36	33.99	1.44	10.44	3.06	0.00
6	95	7	25.29	36.13	1.19	10.60	2.79	0.00
6	95	8	25.00	35.24	1.51	9.52	3.72	0.00
6	95	9	19.90	31.25	1.47	3.94	1.18	0.00
6	95	10	11.13	23.33	1.77	7.87	2.67	0.00
6	95	11	3.05	14.02	1.59	16.50	5.63	0.00
6	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
7	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
7	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
7	95	3	2.52	13.92	1.66	13.83	3.06	0.00
7	95	4	10.28	21.17	1.45	13.81	4.12	0.00
7	95	5	17.07	28.98	1.27	11.89	3.60	0.00
7	95	6	22.36	33.99	1.44	10.44	3.06	0.00
7	95	7	25.29	36.13	1.19	10.60	2.79	0.00
7	95	8	25.00	35.24	1.51	9.52	3.72	0.00
7	95	9	19.90	31.25	1.47	3.94	1.18	0.00
7	95	10	11.13	23.33	1.77	7.87	2.67	0.00
7	95	11	3.05	14.02	1.59	16.50	5.63	0.00
7	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
8	95	1	-5.80	4.80	2.22	13.92	4.24	0.00
8	95	2	-3.62	6.54	2.33	11.33	3.18	0.00
8	95	3	2.52	13.92	1.66	13.83	3.06	0.00
8	95	4	10.28	21.17	1.45	13.81	4.12	0.00
8	95	5	17.07	28.98	1.27	11.89	3.60	0.00
8	95	6	22.36	33.99	1.44	10.44	3.06	0.00
8	95	7	25.29	36.13	1.19	10.60	2.79	0.00
8	95	8	25.00	35.24	1.51	9.52	3.72	0.00
8	95	9	19.90	31.25	1.47	3.94	1.18	0.00
8	95	10	11.13	23.33	1.77	7.87	2.67	0.00
8	95	11	3.05	14.02	1.59	16.50	5.63	0.00
8	95	12	-3.67	6.66	1.82	14.98	3.61	0.00
